morphospecies	ordered_vines	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10
3_Vitis_cinerea	x166_588208	1.00E-05	1.50E-05	1.00E-05	1.00E-05	1.00E-05	0.999905	1.00E-05	1.00E-05	1.00E-05	1.00E-05
3_Vitis_cinerea	x167_588220	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05
3_Vitis_cinerea	x168_588222	1.00E-05	1.10E-05	1.90E-05	1.00E-05	1.40E-05	0.999895	1.00E-05	1.00E-05	1.00E-05	1.00E-05
3_Vitis_cinerea	x169_588328	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0.999903	1.70E-05	1.00E-05	1.00E-05	1.00E-05
3_Vitis_cinerea	x170_588329	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05
3_Vitis_cinerea	x171_588352	1.00E-05	1.00E-05	1.50E-05	1.00E-05	1.00E-05	0.999896	1.00E-05	1.80E-05	1.00E-05	1.00E-05
3_Vitis_cinerea	x172_588398	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05
3_Vitis_cinerea	x173_588460	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05
3_Vitis_cinerea	x174_588460	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05
3_Vitis_cinerea	x175_588460	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05
3_Vitis_cinerea	x176_588460	1.00E-05	1.00E-05	1.00E-05	1.10E-05	1.00E-05	0.999909	1.00E-05	1.00E-05	1.00E-05	1.00E-05
3_Vitis_cinerea	x177_588575	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0.999902	1.00E-05	1.00E-05	1.80E-05	1.00E-05
3_Vitis_cinerea	x178_588678	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0.999904	1.00E-05	1.60E-05	1.00E-05	1.00E-05
3_Vitis_cinerea	x179_588685	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.80E-05	0.999902	1.00E-05	1.00E-05	1.00E-05	1.00E-05
3_Vitis_cinerea	x180_597232	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0.999903	1.00E-05	1.00E-05	1.70E-05	1.00E-05
4_Vitis_aestivalis	x181_237621	1.00E-05	1.00E-05	0.422549	0.017994	0.112992	1.00E-05	1.00E-05	1.00E-05	0.06535	0.381064
4_Vitis_aestivalis	x182_483130	1.00E-05	0.69624	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0.30368	1.00E-05	1.00E-05
4_Vitis_aestivalis	x183_588626	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0.99991	1.00E-05	1.00E-05
4_Vitis_aestivalis	x184_588677	1.00E-05	0.285658	1.00E-05	1.00E-05	1.00E-05	0.023299	1.00E-05	0.690974	1.00E-05	1.00E-05
5_Vitis_labrusca	x185_483145	1.00E-05	0.999909	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
5_Vitis_labrusca	x186_483147	1.00E-05	0.999904	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.60E-05	1.00E-05	1.00E-05
5_Vitis_labrusca	x187_483148	1.00E-05	0.999902	1.00E-05	1.00E-05	1.10E-05	1.00E-05	1.00E-05	1.00E-05	1.70E-05	1.00E-05
5_Vitis_labrusca	x188_483150	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
5_Vitis_labrusca	x189_483151	1.00E-05	0.938989	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0.060931	1.00E-05	1.00E-05
5_Vitis_labrusca	x190_483153	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
5_Vitis_labrusca	x191_483157	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
5_Vitis_labrusca	x192_483160	1.00E-05	0.999902	1.00E-05	1.50E-05	1.40E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
5_Vitis_labrusca	x193_483161	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
5_Vitis_labrusca	x194_483162	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
5_Vitis_labrusca	x195_483163	1.00E-05	0.832975	0.166945	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
5_Vitis_labrusca	x196_588165	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
5_Vitis_labrusca	x197_588169	1.00E-05	0.390062	0.609858	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
5_Vitis_labrusca	x198_588182	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
5_Vitis_labrusca	x199_588194	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
5_Vitis_labrusca	x200_588583	1.00E-05	0.999909	1.00E-05	1.00E-05	1.00E-05	1.10E-05	1.10E-05	1.00E-05	1.00E-05	1.00E-05
5_Vitis_labrusca	x201_588584	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
5_Vitis_labrusca	x202_588647	1.00E-05	0.999903	1.00E-05	1.70E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
5_Vitis_labrusca	x203_588658	1.00E-05	0.940987	0.058933	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
5_Vitis_labrusca	x204_588675	1.00E-05	0.85312	0.1468	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
5_Vitis_labrusca	x205_594349	1.00E-05	0.558319	0.441601	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
5_Vitis_labrusca	x206_597172	1.00E-05	0.827715	0.172205	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
6_Vitis_palmata	x207_588152	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0.99991	1.00E-05	1.00E-05
6_Vitis_palmata	x208_588155	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0.99991	1.00E-05	1.00E-05
6_Vitis_palmata	x209_588201	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0.99991	1.00E-05	1.00E-05
7_Vitis_amurensis	x210_588385	1.00E-05	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
7_Vitis_amurensis	x211_588399	0.256029	1.70E-05	1.00E-05	0.038612	0.03787	1.00E-05	0.322178	1.00E-05	0.009217	0.336047
7_Vitis_amurensis	x212_588633	1.00E-05	1.00E-05	0.999909	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.10E-05	1.00E-05
7_Vitis_amurensis	x213_588637	1.00E-05	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
7_Vitis_amurensis	x214_588640	1.00E-05	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
7_Vitis_amurensis	x215_588641	1.00E-05	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
8_Vitis_coignetiae	x216_588060	1.00E-05	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Vitis_spp	y01_588282	1.00E-05	1.00E-05	1.00E-05	0.110294	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0.077803	0.811833
Vitis_spp	y02_588508	1.00E-05	1.00E-05	1.00E-05	0.039888	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0.047105	0.912937
Vitis_spp	y03_588628	0.044079	0.02115	1.00E-05	1.00E-05	0.454828	1.00E-05	1.00E-05	0.469405	0.001651	0.008847
Vitis_spp	y04_588501	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Vitis_spp	y05_588529	1.00E-05	0.642404	0.040106	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0.31742	1.00E-05	1.00E-05
Vitis_spp	y06_588549	1.00E-05	0.521956	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0.477964	1.00E-05	1.00E-05
Vitis_spp	y07_597294	1.00E-05	1.00E-05	0.877549	1.00E-05	1.00E-05	1.00E-05	0.122371	1.00E-05	1.00E-05	1.00E-05
Vitis_spp	y08_597293	1.00E-05	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Vitis_spp	y09_597295	1.00E-05	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Vitis_spp	y10_597298	1.00E-05	1.00E-05	0.99991	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
